Drake can fuck off with his magic marker beard.,1
I HATE YALL SO MUCH TELL ME WHY SOMEONE ON INSTAGRAM SAID DRAKE CAN RAP BETTER THAN EMINEM I HATE YALL SO MUCH,1
I hate his voice I hate the way he looks I hate the way he moves fuck Drake,1
i hate @Drake,1
unpopular opinion: i hate drake,1
If everyone didn't know by now I hate Drake,1
I must be missing something because I hate the new Drake album and I'm very disappointed,1
"I hate a ""I love drake"" ass nigga",1
"<MENTION> if it's ass, you going right in the bin just like drake_é Ç",1
"I finally listened to the entire Views album and I must say, it's below par. Smh @Drake",1
<MENTION> i have no control over which songs get played but i do have control over which songs i mute... drake is trash forever,1
God I hate myself for liking this song but LATE NIGHT VIBES(I hate drake but I can stand him in this song),1
I got way too many drake fans in my life. _é€__é___éçÇ,1
Drake nice but that album was trash.,1
Drake disrespected all Caribbean's with his fake reggae music_é_æ_é_æ don't @ me,1
"Amongst all the Drake projects I've ever heard, I feel this has the least replay value. Max 5 songs",1
Kanye over drake all day,1
Views has got to be Drake_‹_s weakest album to date by far,1
"Drake dis stole those lyrics on who do ya love, and he had to pay like $100k. Meek Mill wasn't entirely wrong...",1
drake aint nun but a canvas this nigga not the painter,1
now that it's official. Drake sucks. Views is one of the worst albums released this year. where are the ghost writers? #meekmill #backtoback,1
Hate how drake is on my popcaan station now _é_æ,1
We clocked Beyonce for this type of bullshit. We clocked Rihanna. Now it's time to clock Drake and the other industry clowns.,1
Drake a fool for that intro lol,1
"<MENTION> Drake gone make it worst. Better bump Wayne ""single""",1
Drake still sound like he's on Degrassi on this album.,1
The new drake song is shit.,1
<MENTION> I feel like drake could have made this shit in a month but it took him 3 years?,1
Drake has absolutely no talent with music at all.,1
I still don't know what Drake says at the beginning of Hype lmfao he gotta chill with the fake accent,1
Views is my least liked drake album,1
Is my music ear changing ?!? I like Beyoncê© album .. But I don't like Drake album or the OHB mixtape @chrisbrown put out _é_Ó,1
"Am i the only one who notices the ghost written parts from the ""Views"" 
 
 I respect @Drake but i don't think i can take him seriously now..",1
Can't call me a hater cause drake got some hard shit out there....BUT...... Views from the 6 is garbage... I expected more!,1
_é€‰ kinda disappointed so far by #Views ...I kinda expected more from #Drake,1
Why is drake trying to do a Jamaican accent & who does he think he's fooling?,1
Listening to drake has to be one the worst decisions ever lol,1
I hate you Drake _é€__é€__é€__é€__é€__é€__é€_ why you doin this to meeeeeeee,1
drake and beyonce so overrated,1
Nah the streets can't forgive Drake for taking Popcaan off controlla,1
Probably unpopular opinion: Drake is only okay.,1
Drake ain't no rapper!,1
"unpopular opinion: 
 not really a fan of drake. some songs are aight, but that's pretty much it.",1
Drake Doing it wrong,1
Niggas gonna tell Meek to give it up like Drake wasnt throwing subs on Views _é€ê https://t.co/ClAlLAJ8Kl,1
WHY DRAKE IS A SCAM @bumpersfm https://t.co/B6hXHAlOLB,1
I know views is fire but I won't listen because I don't like drake,1
It's so hard to watch drake dance when you're sober lol Chris breezy with the dance moves if you're drunk,1
Drake album wasn't hitting on shit,1
That ghostwriting shit really hurt Drake feelings . His fans let it go but he didnt lmfao,1
Drake is really garbage. Is this the original? @itsbae__ https://t.co/dc6ZppGHoW,1
Gucci's glow up is impeccable. Smh. Hope he doesn't feel hisself too much and start singing like Drake. https://t.co/hH08MzjBjk,1
I love arguing with Drake fans if you think he the best rapper singer whatever he do you don't know fucking music if you haven't been to,1
slandering white people and making Drake fans mad is what I live for,1
how ppl can say that drake is the best rapper like what the fuck is wrong with you,1
Fuckin drake why do people keep buying his album,1
@christo_meth showed how easy drake gets his feelings hurt lls,1
Views is Drake's worst project,1
I don't fuck with drake fr fr. He more of an entertainer more than anything.,1
Hmmm Ari sold almost triple that Drake did _€‰â»è_éê» https://t.co/4BiaLhWZbx,1
Drake's new album #6 sucks major donkey balls. #alreadypeaked . Too bad,1
One more fucking Drake DM and I'm a gonna pull out the big needles for the voodoo dolls.,1
"Actually if your favorite rapper is Drake, you're most likely a pussy.",1
if you buy drake's albums i want you to block me,1
"one, drake's album is trash i would never &amp; two, who asking for help when we cant help ourselves https://t.co/iFzoLasS5m",1
Drake in desperate need of new moves https://t.co/6b2F7KiLfs,1
I feel proud bc Ariana beat up Beyonce &amp; Drake in sales,1
Drake stole the whole verse_é€_ https://t.co/THbQEXsTRu,1
@NotSoAirJordan drake is gay af,1
"@CumpeeCum @musicnews_facts Adele WROTE every song off her album, when will drake ever so much for a ""rapper"" can't even write his own raps",1
Drake is dope at times but so overhyped sadly,1
"this IS ALL Drake's fault, i dont love him no more. i fckn HATE him. all he had to do was wait to release on Christmas, smh. FUCK HIM",1
Who tf is drake fr,1
"Drake doesn't love women, he loves his ego. https://t.co/uCTOSaCibg",1
Forever feeling sorry for drake's fans.,1
@chartnews @GoldPlatCA @Drake flopped trash,1
@chartnews @GoldPlatCA @Drake he's over.,1
"My mom heard a Drake record...she said ""Tommi is that you? It sounds like you!!"" My head went down in shame",1
"When I'm drake 
 Call me views from the six 6â»è_„£_é‰µ_éè__éÓä
 But when I'm his fan
 Call me views from his dick _éç__é€__éÓä",1
THE FUCK IS DRAKE DOINH AHJAKA IM CRYIGN https://t.co/YXgAO33X8G,1
Drake is a bottom,1
"Alright, am I the only one not feeling Drake's new album??",1
wonder where drake would be rn if that nigga on degrassi kept shooting_é_Ó,1
So y'all think Drake is done rapping about Johnny?,1
Life of Pablo by a country mile. Anyone who says different dickrides Drake https://t.co/WTaGbmPYTn,1
"@R_macas final conclusion, is tht this song is a banger, but drake fucked it up",1
@LakersNation he wants to stay and suck up Drake,1
_‹_@Social_couture_: Drake wanted to kiss Lebron so bad _éêë https://t.co/v3wYV0RYFO_‹ù lmao,1
"This is hip hop, you ain't write it, don't record it,
 Ion't kno how they gettin down across the border.... @Drake _é€__é€___¥",1
Just remembered why I like Meek Mill over drake.,1
@musicnews_shade fuck drake,1
Fuck Drake. Fuck Views. I'm gonna kill her monkey's ass https://t.co/h2TylSLYmG,1
@musicnews_facts @Drake @ArianaGrande fuck drake,1
@musicnews_facts @Drake @ArianaGrande Drake is local trash,1
"No offense but I'm sick of seeing Drake, The Weeknd, Justin Bieber, and Taylor Swift on the tops of the charts they're all mediocre",1
Drake still looks like an anaconda + a deflated penis...,1
Drake can kill himself,1
I hate drake now he's so overrated smfh https://t.co/VLW7mtXB1J,1
@chartnews @Drake ariana is better,1
FUCK U I WANT U DEAD @DRAKE,1
"If I had to choose if I could only listen to Drake or 2 Chainz &amp; Lil Wayne for a year, I'd pick 2 Chainz and Lil Wayne.",1
"Drake's music is so cheap and so damn overrated, especially Views, his worst album. Tragic.",1
DRAKE IS THE MOST OVERRATED RAPPER OF ALL TIME AND VIEWS ISNT EVEN WORTHY OF A #1 https://t.co/ZdRVcl49JF,1
I'm sad. Fuck you @Drake and your trash https://t.co/OuLzRmE51d,1
@musicnews_shade DRAKE IS TRASH,1
I'm cutting Aubrey off _éÇ__éè__éÇ__éè_ drake who? _éÇ__éè_ Views is straight trash _éÇ__éè__éÇ__éè_,1
when music was good and we didn't have trash like drake's new album https://t.co/Ms8TTGW4AL,1
@the508god Drake still trash,1
"Drake is really bad at having relationships, views explains it all_é€_",1
Yea I hate drake but I won't call it trash... Neither was it great though https://t.co/5y0rq0nWwq,1
drake needs to take notes bc this is way better than what he did https://t.co/LVvDzFxNZr,1
Drake use to be ugly.,1
I can finally remove Drake's tragic album from my spotify except for the bop that is One Dance.,1
_é_æ_é_æ_é_æfuck drake  https://t.co/VtLLxt9E1f,1
@ASVPLOSO_ did you not that audio of this nigga Drake sucking this nigga  (pause) I have to question did you really listen??,1
What fucking dick lord is playing drake at a Kenny Chesney tailgate...........,1
Drake stole the shit first smh https://t.co/xem7LwCnZc,1
@itsMarioSelman drake thinks he is too good for all of us,1
"Making a murderer is hard af, Drake has more money, Popularity/Fans. But Lyrics &amp; Rapping are what matters. He can't compete with @JoeBudden",1
I hope drake get his heart broken . that we he'll drop a Take Care part 2 https://t.co/vfzQvZbfwO,1
watch em break up and here comes a wack emotional song from drake_é_æ_é_æ https://t.co/30l1kfvQ6j,1
Wait till re re dumps drake.... That's gon be the toughest music he ever made lol,1
My mom told me yesterday that she thinks Drake is ugly and idk why but I sincerely think he got offended by her comment.,1
@badgirlisis @skaijackson Drake doesn't deserve Rihanna,1
Drake think he funny taking me girl from me _é_‰_éè_,1
"Sorry kids, but Drake isn't on Jay-Z's level in no way shape or form",1
I just realized Drake really the Taylor Swift of rap. Serial dating just to make songs about how that person ain't shit.,1
"Feels like drake devolved into the worst app ever, and her parents aren't home but her parents aren't home but being around",1
I'm suprised drake hasn't made a song about lebron not kissing him back,1
ppl make me sad when they act like they're into drake _€_,1
One dance is shit. Drake is shit. Overrated monotone Canadian turdling.,1
@musicnews_shade QUEEN &amp; DRAKE IS OVERRATED,1
@musicnews_shade drake is overrated,1
drake is cool but overrated imo,1
i hope drake gets colon cancer,1
Drake is so overrated none of his music is that good everyone is just up his ass for no reason oops https://t.co/a1rkKi4KpV,1
drake is fake,1
@FxckingMinaj @musicnews_shade Drake is overrated,1
@Drake YOU ARE WORTHLESS GO DIE AND ROT IN A HOLE! GO BACK IN THAT WHEELCHAIR YOU WERE IN IN DEGRASSI,1
I still find Drake overrated. He has good albums but nothing special in my opinion.,1
Overrated trash ass Drake. Ariana album is actually good https://t.co/ckVOg6MtxW,1
DRAKE IS OVERRATED FOR NO REASON DANGEROUS WOMAN WAS ACTUALLY A GOOD ALBUM EVEN FOR NON STANS,1
Hahaha Drake will surely hate this https://t.co/cxCUeMfbxc,1
Drake is literal garbage with not one strand of authenticity or actual talent,1
Congrats @ArianaGrande! Should've gotten number 1 but drake snubbed it _é_æ https://t.co/RZem6NtEEa,1
@chartnews @ArianaGrande FUCK YOU DRAKE,1
@chartnews @Drake i hope drake the worst,1
Drake be talking that shit man lol,1
@musicnews_shade Drake is a local flop.,1
@Drake overrated trash,1
Fugly ass drake You can expect slander from now on,1
"i can hit few notes but i stay in my range, kinda like Drake lol",1
drake is overrated &amp; his album has been out for weeks.... ariana deserved #1,1
"Bitch Ariana sold 129,000 and Drake sold 50,000 and he still went #1, this is fucking unfair. https://t.co/zuaKNmGxnU",1
fuck drake and his fucking album,1
@chartnews @Drake trash,1
i want drake dead. #JusticeForDW,1
The only song I like off a Views is One Dance. Drake has done better.,1
@musicnews_facts @Drake @ArianaGrande DW is better than that trash,1
that's fucked up that drake took her spot! she was on a streak!! _é€ê,1
Ariana does not deserve to come in 2nd to Drake's shitty ass album https://t.co/k0DMBMmffB,1
Ariana deserved that position honestly Drake is so fucking overrated Ariana worked so hard on that album.,1
@Drake I hate you,1
@arianasixgod @trinitygrande drake can die and I will spit on his Aubrey Graham ass grave.,1
It has been weeks and Drake's new album is still garbage to me!,1
"@Snuuupe DRAKE IS THE UGLIEST MOTHER FUCKER , SHUT UP AND GO BACK TO STANNING FOOTBALL",1
@ho_hzoo no she couldn't that's why Meghan or Blake didn't either. America is too obsessed with Drake and that's a fact.,1
Drake is so annoying,1
RUDE AS FUCK @DRAKE https://t.co/ZLKIymlsF9,1
drake is overrated,1
@majesticjolie but Drake still didn't deserve that #1 bye,1
Sick of Drake thinking he is London now. You'll get bullied.,1
Drake is excellent but Views was mediocre and overhyped by the wannabe rapper white boys who slap their moms,1
@chartnews drake overrated,1
"Drake is dead, if I ever meet him I'm killing him. https://t.co/X8wk7xqn8R",1
drake why yu back yo _é€ê,1
"Drake stole your money w others lyrics, you find inspiration in things, not taking it and putting it out again, SMH mainstream music babyyyy",1
"Really like the beat, though Drake seems a bit like an asshole here. Decent enough track. https://t.co/m6a36wTHvB",1
am i yhe only one who dont love drake,1
this was a shot at drake btw and partynextdoor responded cause he wrote all those songs on views https://t.co/Xyd0FJ4UBu,1
DRAKE LMAO WHY?? THAT ALBUM ISNT EVEN THAT GOOD_é€© https://t.co/QpWuVWf0cv,1
imagine driving with drake playing full blast past a crowd of people :) kill me :),1
"@Imthecyrus @scenesofgomez @musicnews_shade and drake would be #5, now that would be fair",1
drake doesn't deserve that #1 spot. views is not that good. the general public has bad taste smfh,1
Drake music just not the same anymore _é€ê,1
"Fuck drake, but one dance gets down",1
Am I the only one not obsessed with Drake?,1
i'm actually pressed ariana didn't get number one when the only song keeping drake at #1 is one dance and it's lowkey not even good :/,1
anyway Drake/Young Money/Jimmy are scammers.,1
I just wish VIEWS wasn't... awful for a Drake album that we could celebrate him having so many weeks at #1 for his single &amp; album fnbngfjbnf,1
I hate Drake for this lol https://t.co/ULqUEzEfZW,1
Drake is completely overrated. He's in it for the money.,1
I used to stan for Drake. I'm really disappointed. He's only becoming eye candy :(,1
@fatema345 I was judging him without having listened to any of his songs smh whereas Drake is garbage https://t.co/JHyYXe5HTF,1
do y'all know how emotionally taxing it is to hate Nicki Minaj and Drake as much as I do and have to deal with hearing about them constantly,1
Kiss my ass drake. Your city sucks. And you a pussy ass Canadian bitch.,1
Smart move for drake to make public his rihanna thing so noone remembers that he got murked a couple days ago....,1
drake is a reptile maniac and is into astrophysics??,1
Drake only respond to rappers he know he can beat like Meek &amp; Puff. He gon leave Budden and Pusha alone tho. https://t.co/P65XP7uyN5,1
drake is dead to me https://t.co/PqRb5wfO8F,1
Drake has this generation by the throat.,1
"You a drake ass nigga, wanna be tough then cry ass nigga _é€__é€_",1
"This would have been decent, but Drake's fake autotuned Patois voice turns me off. I like the beat though. https://t.co/bspQdKgJAv",1
Views is Drake's worst album idec,1
DRAKE RUINED THE TERM BBW!!!!! https://t.co/daRlWhnu5e,1
"Zzzzz..... What a dull song. Drake, you can do a lot better. What happened to your old spark man? https://t.co/4ZIP70y5Sz",1
Should've quoted that tweet... It's funny if you were there also degrassi Drake is not cute..,1
@musicnews_shade I hate drake,1
@Basics26 ahaha nah it's aight..Drake obviously not evolving or developing but 40 definitely is..what'd you think?,1
@Drake kill yourself,1
KILL YOURSELF DRAKE.,1
@drake deactivate https://t.co/1SqhCa9bZy,1
@chartnews @Drake FUCK OFF,1
Ariana BEST ALBUM debuts at #2.... Fuck drake,1
"anyway... drake is trash. always thought so, always will.",1
Wtf drake is not even that good nah where's purpose tho _é€¢ https://t.co/RG7IH0vmzP,1
@musicnews_shade drake ain't shit _é_‰_éè__é€__é€__é€_,1
Everybody sucks Dngerous Woman deserves #1 no #2 fuck u drake,1
@chartnews @Jasey6 if streaming didnt exist drake wouldn't exist,1
Drake only had 3 good songs on his album he didn't deserve that #1,1
@musicnews_shade Ariana is better Drake,1
"Drake ""sold"" 500k just from streaming. Disgusting",1
you don't even have a beard anymore you shouldn't be selling @Drake,1
We need a cleansing for Drake fans,1
I'll find you &amp; I'll kill you @Drake,1
I hate Drake and his music but don't try and discredit him.,1
Ahhh Fuck you Drake that shit pisses me off cause I get it 100% lmao oml https://t.co/RgSnoOeVVW,1
Meek mill is actually a really good rapper... Idk why y'all hype Drake up so much,1
"Drake gives light skinned ppl a bad rep. I mean all light skinned ppl give light skinned ppl a bad rep, but Drake is going for the record.",1
are we gonna pretend that drake's entire discography isn't Ode To My Ex's Pussy,1
The only songs that I will ever like that has to do with drake are Poetic justice by Kendrick and Say something by Timbaland,1
"The fact that Drake is at number 1 w/50,000 sales because of streams is ridiculous and unfair https://t.co/EIQ7eYTelE",1
"You'll pay for this, @Drake. https://t.co/wBK8ajNI2Z",1
@NBAcom @NBAonTNT drake is the biggest dickrider in sports. And yea fuck maple syrup.,1
"*drake diss meek*
 
 Drake stans: OMG he buried him, weak mill
 
 *meek diss drake*
 
 Drake stans: OMG meek needs to get over this beef",1
@WaddUpThoo nigga had everybody on his album lol it was better than drake shit,1
I can dig rappin' ..but a rapper with a ghostwriter wtf happened? *drake shots* https://t.co/nSNOTdVUKn,1
this is so ugly fuck drake https://t.co/HBxvKu7AH9,1
Hard to respect anyone that listens to drake,1
"Drake better than Hov but he cant even make a song better than Song Cry, n all he talks about is bitches _é€__é_Ó",1
@KentMathews01 @DeadEndHipHop does it matter? Drake sucks,1
"Meek mill almost made me not wanna hear drake ever again after that ""all the way up freestyle ""_ù â»è",1
"@RollingStone 
 Fuck drake I'm tired of cameras showing him while I'm trying to watch the finals. Show the players &amp; coaches!",1
"@Drake the true king is out @gucci1017. Hes out hes hungry,drake do us a favor and quit. Gucci's year. He released 8 mix tapes from prison",1
"Drake Is An Awful Person To Date (And If You Act Like Him, So Are You) https://t.co/xb3g6gJSSr",1
"So Drake, how are you from Canada but most of your album is Jamaican? Or are you on your Sarah Palin, ""I can see... https://t.co/x4Atn5IMJB",1
.@chartnews FUCK YOU DRAKE. ARIANA SO DESERVED THAT #1 BUT NO. WHY ARE YOU SO OVERSATURATED.,1
"Please can drake and Rihanna get out of the charts, sick of hearing work work work work work I know how to work every day more than you _é€_",1
@420DAYSOFSUMMER somehow... you found a worse Answer than drake,1
So drake been copying music this whole time,1
@priya_ebooks my twitter has become the drake dick riders_æ¢ account _é€_,1
@chartnews @ArianaGrande fucking drake.,1
"Not even going to lie joe Budden went HAM, Drake don't let the name look bad plz lol",1
Yeah....Joe Budden Smoked Drake on that diss track. Drake you gotta spit now Brozay it's a new Summer,1
"Drake: I like my girls BBW 
Also Drake: and your stomach on flat flat 
Me:*birdman voice* is you lying or is you bein dishonest?",1
"Sometimes I think the new drake songs might not be trash then he writes stupid ass lines like, ""stomach on flat-flat"".",1
Kiss my ass drake. Your city sucks. And you a pussy ass Canadian bitch.,1
Smart move for drake to make public his rihanna thing so noone remembers that he got murked a couple days ago....,1
Yeah....Joe Budden Smoked Drake on that diss track. Drake you gotta spit now Brozay it's a new Summer,1
"Drake: I like my girls BBW 
Also Drake: and your stomach on flat flat 
Me:*birdman voice* is you lying or is you bein dishonest?",1
"Sometimes I think the new drake songs might not be trash then he writes stupid ass lines like, ""stomach on flat-flat"".",1
Sorry guys.... I just don't like drake. https://t.co/72I7ESKBPV,1
"@DrakeBible_ @HoesBible let's be honest drake bars are weak but all the gay American fanboys that love riding his dick ,big drake up",1
Drake is so corny,1
"why is drake even playing fuck drake stupid ass simp ass mf, he annoying me",1
Drake is fucking trash,1
truly no one is worthy of Rihanna she should let drake run in circles for her til he dies,1
you drake fans are fucking stupid,1
@ShanShawty Lool he'll learn u know how drake loves to learn and copy new stuff,1
FCK DRAKE?,1
"So... are we just gonna ignore the fact that Joe Budden destroyed Drake? Lol, man",1
I like drake &amp; will be the first to say he got murdered by him. still has the meanest bars. https://t.co/oAVNq9QR3A,1
Drake needs to chill tf out.,1
Why'd joe budden force it on drake like that ___,1
i love drake but idk how people can enjoy production wise it's a disaster....shitty mix,1
Dude rolled up on me on his bike like he was gonna fight and started cussing me out in patois smh drake gotta get his goons to chill,1
@JoeBudden ...Drake is such a cotton headed ninny muggins.,1
"Tho many won't admit it, joe Biden killed drake. So much word play in that diss! Good god! Joe sadly,will always be one of most underrated",1
"#MakingAMurderPt1 ... Wow, joe budden goes off on drake. Some real shit.",1
@JoeBudden man that was way to harsh. Drake gonna need daylyt to write a response. Nothing he can write will top that. #sorry #pulloutacheck,1
@jordanconlin27 @Koryna26Koryna chance tops drake,1
Joe Budden murdered drake rs,1
Drake stans still crying mentioning Joe budden in all caps,1
I can't wait for the Twitter memes that are gonna result from drake and Rihanna's inevitable breakup,1
"Drake, always scream ""hater"" when people critic him https://t.co/Q36ykBQVJh",1
I fw drake but I really want joe to shut his ass up,1
"sorry Drake, my dick wasn't free",1
Why tf is Drake sitting on me,1
drake? dropping a hard song? where? https://t.co/DwIACNCsKH,1
@RopeLaceSupply Drake know he can't rap bar for bar,1
I'm probably the only one not happy about Drake and Rihanna being together....,1
I hope Rihanna leak drake nudes when they break up,1
We just gonna keep overlooking the fact that the boy @Drake had a ghostwriter throughout his whole career? He can't be top 5 never,1
Drake you emotional emotional bla bla bla,1
Drake has absolutely no business on Arcangel radio station on Pandora .... Am I missing something?,1
"Drake, they overrate majority of his songs &amp; are in denial of any negative about him like he has a ghostwriter https://t.co/qBgvp9fa2n",1
kinda happy drake and rihanna dating so when she break his heart again he can drop some heat..,1
